Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI_14,BB_Middle,BB_Upper,BB_Lower,EMA_12,EMA_26,MACD,MACD_Signal,High-Low,High-PrevClose,Low-PrevClose,ATR_14,%K,%D,Momentum,WMA_20,TRIX,VWAP,CCI,Bias,RVI,Williams %R,MFI_14,TR,DM+,DM-,#NAME?,#NAME?,DX,ADX_14,SMA_Smooth_20,USO,Volatility,DMI,SVI,Upper_Price_Channel,Lower_Price_Channel,TII,Keltner_Middle,Keltner_Upper,Keltner_Lower
2019/3/13,45.5625,45.82500076,45.22999954,45.42750168,43.57533646,124130000,43.53462486,43.5377282,75.61326831,43.53462486,45.17110006,41.89814966,44.05836315,43.17129355,0.887069598,0.826763167,0.595001221,0.597499847,0.002498627,0.692143032,88.47828995,90.94256943,2.302501678,43.89558347,0.294774833,40.62625986,163.8946336,4.347980077,68.23504666,-11.52171005,73.6775462,0.597499847,0.157501221,0,42.75022676,16.15065255,45.15989322,33.72463526,43.53462486,0.702503204,0.733007641,131.0383717,0.826838529,45.82500076,42.34500122,218.9500799,43.53462486,44.91891093,42.1503388
2019/3/14,45.97499847,46.02500153,45.63999939,45.93249893,44.05974197,94318000,43.7039999,43.7658016,75.74160238,43.7039999,45.59121024,41.81678956,44.34669173,43.37582728,0.970864448,0.855583423,0.385002136,0.597499847,0.212497711,0.700178691,97.46568342,90.86010261,2.704998016,44.12395243,0.300734293,40.70533548,155.8956076,5.099073394,79.8864452,-2.534316584,74.12275082,0.597499847,0.200000763,0,42.6931583,15.96529823,45.56522904,34.67184625,43.7039999,0.704998016,0.888718147,143.0545389,0.974942129,46.02500153,42.34500122,273.0519406,43.7039999,45.10435728,42.30364252
2019/3/15,46.21250153,46.83250046,45.93500137,46.52999878,44.63288116,156171600,43.8954998,44.02905847,76.9859097,43.8954998,46.10372532,41.68727428,44.68258512,43.60946961,1.073115507,0.89908984,0.897499084,0.900001526,0.002502441,0.712678909,93.21364784,93.0525404,1.805000305,44.39309518,0.311518744,40.8449641,157.357567,6.001751864,82.48131514,-6.786352157,75.46044883,0.900001526,0.807498932,0,42.84636116,15.68527071,46.40412301,35.62701754,43.8954998,1.102497101,1.088587651,160.7918203,1.178755819,46.83250046,42.37250137,339.9928988,43.8954998,45.32085762,42.47014198
2019/3/18,46.45000076,47.09749985,46.44749832,47.00500107,45.08851624,104879200,44.11549988,44.31248158,78.72428163,44.11549988,46.63689637,41.59410338,45.03987988,43.86099046,1.17888942,0.955049756,0.650001526,0.567501068,0.082500458,0.721071788,98.04131747,96.24021624,1.777500153,44.68923816,0.326544949,40.94169933,149.5707196,6.549854809,84.95158774,-1.958682526,76.15704091,0.650001526,0.26499939,0,44.97270764,13.57105744,53.63790689,38.67941471,44.11549988,1.072502136,1.285081008,179.8913608,1.380737998,47.09749985,42.37250137,389.2055666,44.11549988,45.55764345,42.6733563
2019/3/19,47.08750153,47.24750137,46.47999954,46.63249969,44.73120117,126585600,44.31049995,44.53343568,73.52701751,44.31049995,46.9804077,41.64059221,45.28489832,44.06628744,1.218610872,1.007761979,0.767501831,0.242500305,0.525001526,0.735357557,87.37811175,92.87769235,1.204998016,44.92895243,0.341290648,41.05317579,125.6548824,5.240292353,73.61191691,-12.62188825,67.98899141,0.767501831,0.150001526,0,45.55605619,12.23892775,57.64709352,42.45874039,44.31049995,0.102500916,1.376198553,174.7147926,1.434730298,47.24750137,42.375,323.9239097,44.31049995,45.78121507,42.83978484
2019/3/20,46.55749893,47.37250137,46.18249893,47.04000092,45.12208176,124140800,44.51212502,44.77215618,80.39690103,44.51212502,47.37014227,41.65410776,45.5549141,44.28656252,1.268351585,1.0598799,1.190002441,0.740001678,0.450000763,0.784821919,93.34666601,92.92203174,1.107501984,45.1889049,0.356321909,41.1598835,112.8235267,5.679072611,80.79920288,-6.653333995,75.37774794,1.190002441,0,0.29750061,42.68483,14.17518051,50.14007073,44.19721523,44.51212502,0.034999847,1.436006507,195.847374,1.439541981,47.37250137,42.375,357.8634029,44.51212502,46.08176885,42.94248118
2019/3/21,47.50500107,49.08250046,47.45249939,48.77249908,46.78395081,204136800,44.8125,45.15314122,83.75836033,44.8125,48.12414085,41.50085915,46.04992717,44.61885411,1.431073062,1.134118532,1.630001068,2.042499542,0.412498474,0.890357699,95.37828771,92.03435515,2.242500305,45.59465481,0.378007679,41.37312005,152.2272416,8.836818041,85.87145452,-4.621712294,77.12666309,2.042499542,1.709999084,0,50.86238423,12.49496959,60.55716081,44.96451841,44.8125,2.13999939,1.70036318,226.1779922,1.515612834,49.08250046,42.375,550.0568618,44.8125,46.5932154,43.0317846
2019/3/22,48.83499908,49.42250061,47.69499969,47.76250076,45.81512833,169630800,45.03850002,45.40165165,73.0582431,45.03850002,48.51198362,41.56501642,46.31340003,44.85171683,1.461683206,1.199631467,1.727500916,0.650001526,1.07749939,0.946250643,76.44555227,88.39016866,0.757499695,45.87560726,0.397685268,41.53764251,125.2763678,6.048160438,76.02107891,-23.55444773,67.73599552,1.727500916,0.340000153,0,45.51798212,11.75691922,58.94565004,45.04484237,45.03850002,0.722499847,1.761341359,201.7387483,1.227695917,49.42250061,42.375,362.1331318,45.03850002,46.93100131,43.14599874
2019/3/25,47.87749863,47.99499893,46.65000153,47.18500137,45.26117706,175381200,45.21987514,45.57149448,68.89843758,45.21987514,48.74617736,41.69357293,46.44749255,45.02455272,1.422939828,1.244293139,1.344997406,0.232498169,1.112499237,1.016250338,68.25116647,80.02500215,0.552501678,46.08003596,0.411657413,41.67532419,77.8330962,4.345713521,68.15342324,-31.74883353,63.83460309,1.344997406,0,1.044998169,42.38268687,18.2920136,39.70464308,43.75080869,45.21987514,-1.587497711,1.729122932,188.0323059,1.067265989,49.42250061,42.375,248.1163454,45.21987514,47.25237582,43.18737447
2019/3/26,47.91500092,48.22000122,46.14500046,46.69749832,44.79354858,199202000,45.37562504,45.67873294,67.09387574,45.37562504,48.87246717,41.8787829,46.48595497,45.14847462,1.337480358,1.262930583,2.075000763,1.034999847,1.040000916,1.136071886,61.33377719,68.67683197,-0.342502594,46.22076198,0.418137991,41.81711958,61.79179704,2.913179228,61.11268635,-38.66622281,59.75067307,2.075000763,0,0.505001068,37.91258315,18.5947769,34.18635418,43.00016956,45.37562504,-1.065002441,1.613516992,175.3509843,0.925908744,49.42250061,42.375,157.8711037,45.37562504,47.64776881,43.10348127
2019/3/27,47.1875,47.43999863,46.63750076,47.11750031,45.19643784,119393600,45.54562511,45.81575841,72.46131223,45.54562511,49.03362845,42.05762178,46.58311579,45.29432837,1.288787424,1.268101951,0.802497864,0.742500305,0.059997559,1.148750305,67.29336494,65.62610287,-1.654998779,46.38665486,0.420375341,41.89924809,57.36360649,3.451210049,60.92201494,-32.70663506,65.05681011,0.802497864,0,0,37.49415313,15.40494486,41.75724938,43.85868941,45.54562511,-0.067501068,1.385460964,172.8536317,0.768423954,49.42250061,42.375,176.4818964,45.54562511,47.84312572,43.2481245
2019/3/28,47.23749924,47.38999939,46.88249969,47.18000031,45.25637817,83121600,45.74025021,45.94568621,72.33680562,45.74025021,49.13075591,42.3497445,46.67494418,45.43400777,1.240936407,1.262668842,0.507499695,0.272499084,0.23500061,1.121250153,59.84779458,62.8249789,-0.582500458,46.54230964,0.419096845,41.95584948,54.77430066,3.147665552,59.85001924,-40.15220542,64.97804941,0.507499695,0,0,38.41374715,11.76938746,53.09425149,47.1835819,45.74025021,0.482501984,1.058321436,148.8923976,0.656851198,49.42250061,42.375,152.5867955,45.74025021,47.98275051,43.4977499
2019/3/29,47.45750046,47.52000046,47.13499832,47.48749924,45.5513382,94256000,45.92750015,46.09252554,68.03786449,45.92750015,49.26672118,42.58827912,46.79995265,45.58611825,1.213834399,1.252901954,0.385002136,0.340000153,0.045001984,1.037857601,57.75107861,61.63074604,0.302497864,46.70871431,0.416039609,42.02135147,57.61629901,3.396655771,57.81063147,-42.24892139,64.49856086,0.385002136,0.130001068,0,31.98555299,12.71506561,43.11011344,47.79889399,45.92750015,0.369998932,0.918107238,130.5039204,0.61824088,49.42250061,42.375,156.7529885,45.92750015,48.00321535,43.85178495
2019/4/1,47.90999985,47.91999817,47.09500122,47.81000137,45.86069107,111448000,46.11987514,46.25609467,67.26846422,46.11987514,49.42558996,42.81416033,46.95534476,45.75085034,1.204494427,1.243220448,0.824996948,0.432498932,0.392498016,1.029464449,61.53848953,59.71245424,1.112503052,46.88800014,0.412498672,42.0999909,60.28024701,3.664637476,54.72911327,-38.46151047,64.27090805,0.824996948,0.399997711,0,28.86382784,12.81873064,38.49355168,47.74309218,46.11987514,0.630001068,0.819696043,122.4081582,0.629602202,49.42250061,42.375,161.5415243,46.11987514,48.17880404,44.06094625
2019/4/2,47.77249908,48.61500168,47.76250076,48.50500107,46.52736282,91062800,46.35100021,46.47027623,69.30070854,46.35100021,49.64441998,43.05758045,47.19375342,45.9548615,1.238891924,1.242354743,0.852500916,0.805000305,0.04750061,1.047678811,75.74357578,65.01104797,1.387500763,47.11515499,0.410998104,42.17041951,79.68800449,4.647150751,66.14259521,-24.25642422,63.76177267,0.852500916,0.69500351,0,32.02659663,12.59587131,43.54471238,47.62772212,46.35100021,1.017501831,0.764375275,122.2724567,0.663902768,49.42250061,42.375,196.6036899,46.35100021,48.44635784,44.25564259
2019/4/3,48.3125,49.125,48.28749847,48.83750153,46.84630203,93087200,46.61137524,46.69572626,68.62179511,46.61137524,49.82137162,43.40137885,47.44663775,46.16839039,1.278247356,1.249533266,0.837501526,0.619998932,0.217502594,1.064821788,83.22582903,73.50263145,1.657501221,47.35196464,0.411501627,42.24601467,89.95727848,4.775929219,63.48385249,-16.77417097,63.84919523,0.837501526,0.509998322,0,33.5904612,12.39308552,46.09773973,47.6657586,46.61137524,1.027500153,0.770200008,121.4743023,0.746896541,49.42250061,42.375,195.1001278,46.61137524,48.74101881,44.48173166
2019/4/4,48.69749832,49.09249878,48.28499985,48.92250061,46.92783737,76457200,46.90125027,46.90780001,66.41509315,46.90125027,49.81944374,43.9830568,47.67369357,46.37239856,1.301295017,1.259885616,0.807498932,0.254997253,0.552501678,1.05821446,84.74447058,81.23795846,1.435001373,47.57207182,0.412800125,42.30697343,86.32144194,4.309587339,60.11768794,-15.25552942,62.33964941,0.807498932,0,0.002498627,28.34964611,12.48733155,38.84301794,47.12567966,46.90125027,0.417499542,0.810269593,120.2292237,0.771149444,49.42250061,42.375,171.1963803,46.90125027,49.01767919,44.78482135
2019/4/5,49.11249924,49.27500153,48.98249817,49.25,47.24198532,74106400,47.20237522,47.13086667,65.72127398,47.20237522,49.74286703,44.66188341,47.91620225,46.58555422,1.330648036,1.2740381,0.292503357,0.352500916,0.059997559,1.036964417,94.73682373,87.56904111,1.439998627,47.79576227,0.415113821,42.36859431,106.6694477,4.337969793,74.2939785,-5.263176272,61.76414172,0.352500916,0.182502747,0,28.36234614,12.7432288,37.99756448,46.00851235,47.20237522,0.412498474,0.892940486,124.4064603,0.905485295,49.42250061,43.83750153,168.3858166,47.20237522,49.27630405,45.12844639
2019/4/8,49.10499954,50.05749893,49.08499908,50.02500153,47.98538589,103526800,47.46737537,47.40649856,72.48922984,47.46737537,50.02542935,44.9093214,48.24063291,46.84032809,1.400304818,1.299291444,0.972499847,0.807498932,0.165000916,1.051607132,99.16939505,92.88356312,1.520000458,48.06458382,0.420474647,42.45970427,126.7464731,5.388176894,88.08470017,-0.83060495,68.59859391,0.972499847,0.782497406,0,32.26354253,12.56579041,43.93942722,45.02939333,47.46737537,1.102500916,1.005023977,145.3426439,1.084293861,50.05749893,44.84249878,204.9383196,47.46737537,49.57058964,45.36416111
2019/4/9,50.08000183,50.71250153,49.80749893,49.875,47.8414917,143072800,47.69975033,47.64159394,69.45777391,47.69975033,50.24541525,45.1540854,48.492074,47.0651186,1.426955397,1.324824234,0.905002594,0.6875,0.217502594,1.03125,81.66390082,91.85670653,1.037498474,48.29388141,0.426047885,42.58885164,132.5464976,4.560295718,86.5254337,-18.33609918,60.53523526,0.905002594,0.655002594,0,37.4372474,10.75323196,55.37196517,45.40310007,47.69975033,0.625,1.070978206,143.845536,1.065944766,50.71250153,45.22999954,170.5527857,47.69975033,49.76225033,45.63725033
2019/4/10,49.66999817,50.18500137,49.54499817,50.15499878,48.11008453,86781200,47.93612518,47.88096583,61.8516818,47.93612518,50.47133478,45.40091558,48.74790858,47.29399862,1.453909965,1.350641381,0.640003204,0.310001373,0.330001831,0.93107169,87.79414086,89.54247891,1.232498169,48.52771459,0.43179892,42.66337099,112.2763495,4.628813004,87.0054824,-12.20585914,57.73072451,0.640003204,0,0.262500763,28.34677769,13.92403619,34.1198576,43.51472127,47.93612518,0.129997253,1.181418217,134.9243854,1.06066758,50.71250153,45.63999939,171.0487035,47.93612518,49.79826856,46.0739818
2019/4/11,50.21250153,50.25,49.61000061,49.73749924,47.70959473,83603200,48.1263752,48.05777853,68.84538553,48.1263752,50.59879764,45.65395275,48.9001533,47.47499866,1.425154635,1.365544032,0.63999939,0.095001221,0.544998169,0.85339301,78.65348526,82.70384231,0.487499237,48.69927403,0.434683932,42.73282634,97.96129572,3.347694548,76.49709304,-21.34651474,60.86503173,0.63999939,0.064998627,0,28.62524689,15.19144844,30.65908634,41.49425244,48.1263752,-0.137500763,1.223849901,153.1018038,0.925038658,50.71250153,45.93500137,122.8416183,48.1263752,49.83316122,46.41958918
2019/4/12,49.79999924,50.03499985,49.05250168,49.71749878,47.69041824,111042800,48.2857502,48.21584713,77.04211273,48.2857502,50.73572955,45.83577085,49.02589876,47.64110978,1.384788974,1.36939302,0.982498169,0.29750061,0.684997559,0.827500207,78.21559904,81.55440839,-0.307502747,48.85080961,0.434532609,42.81969205,75.97577645,2.965157578,68.08151106,-21.78440096,63.24059372,0.982498169,0,0.557498932,29.52094197,11.45877477,44.07587127,41.80648302,48.2857502,-0.4375,1.203976288,169.7989897,0.757282669,50.71250153,46.14500046,108.6492726,48.2857502,49.94075061,46.63074978
2019/4/15,49.64500046,49.96250153,49.50249863,49.80749893,47.77675247,70146400,48.42587509,48.36743301,86.28935767,48.42587509,50.88797071,45.96377947,49.14614494,47.80158305,1.344561885,1.364426793,0.460002899,0.245002747,0.215000153,0.712143217,77.79135154,78.22014528,-0.067501068,48.99573806,0.431843986,42.87467733,76.72031575,2.853069434,67.83749461,-22.20864846,74.25279568,0.460002899,0,0,34.3029113,8.249728246,61.22577431,43.73787017,48.42587509,0.069999695,1.094894077,180.7670643,0.564276256,50.71250153,46.14500046,104.8733991,48.42587509,49.85016153,47.00158866
2019/4/16,49.86500168,50.34249878,49.63999939,49.8125,47.78155136,102785600,48.58487511,48.50505844,84.81909279,48.58487511,50.96881297,46.20093724,49.2486611,47.95053986,1.298121237,1.351165682,0.70249939,0.534999847,0.167499542,0.705000469,76.50127688,77.50274249,-0.342498779,49.12779757,0.426709585,42.95569058,78.74692212,2.526763505,67.02322822,-23.49872312,74.05975285,0.70249939,0.379997253,0,38.50047326,8.333310788,64.41325015,45.35615594,48.58487511,0.095001221,0.991784913,168.9413893,0.452910141,50.71250153,46.14500046,93.66664513,48.58487511,49.99487604,47.17487417
2019/4/17,49.88499832,50.84500122,49.65250015,50.78250122,48.71199799,115627200,48.77200012,48.72195775,87.70275169,48.77200012,51.23167993,46.31232032,49.4846365,48.16031478,1.324321725,1.34579689,1.192501068,1.032501221,0.159999847,0.753929138,98.33333333,84.20865392,1.045001984,49.3370953,0.423386323,43.05094149,96.78394807,4.122244512,66.00722675,-1.666666667,74.80128659,1.192501068,0.502502441,0,40.76265698,7.792493636,67.90250453,46.4138883,48.77200012,0.975002289,0.926013308,168.9166669,0.497805344,50.84500122,46.14500046,154.5870011,48.77200012,50.2798584,47.26414185
2019/4/18,50.77999878,51.03749847,50.63000107,50.96500015,48.88705826,96783200,48.88162518,48.93558084,87.37235841,48.88162518,51.52962396,46.23362639,49.71238476,48.36806925,1.344315506,1.345500614,0.407497406,0.254997253,0.152500153,0.755535943,98.16110661,90.99857227,1.247501373,49.54595244,0.421275071,43.1335819,107.1455617,4.26208206,64.8846224,-1.838893394,74.97277121,0.407497406,0.192497253,0,41.26680729,7.77592127,68.28919802,48.21239434,48.88162518,1.152500153,0.855299074,162.1018556,0.512684554,51.03749847,46.14500046,161.4598563,48.88162518,50.39269706,47.37055329
2019/4/22,50.70750046,51.23500061,50.58499908,51.13249969,49.04772568,77758000,49.05012512,49.14481121,86.93715739,49.05012512,51.82416513,46.27608511,49.93086398,48.57284188,1.358022102,1.348004911,0.650001526,0.270000458,0.380001068,0.74303627,97.04820965,97.84754986,1.325000763,49.76032144,0.419863821,43.19962082,99.48251058,4.245401143,63.19415269,-2.951790354,74.46396719,0.650001526,0.197502136,0,40.01441168,7.906731134,67.00107439,50.24864597,49.05012512,0.349998474,0.782484974,154.9641767,0.546024103,51.23500061,46.14500046,162.7634176,49.05012512,50.53619766,47.56405258
2019/4/23,51.10749817,51.9375,50.97499847,51.86999893,49.75515747,93292000,49.284375,49.4043529,87.05944037,49.284375,52.18367463,46.38507537,50.22919243,48.81707573,1.4121167,1.360827269,0.962501526,0.805000305,0.157501221,0.750893457,98.15192155,97.78707927,2.057498932,50.02888086,0.421157691,43.28349598,114.2836808,5.246336048,61.48308912,-1.848078448,74.62377228,0.962501526,0.70249939,0,39.66701394,7.823996813,67.05061994,51.92763936,49.284375,0.904998779,0.859450422,161.8827131,0.752585317,51.9375,46.14500046,203.7216953,49.284375,50.78616191,47.78258809
2019/4/24,51.84000015,52.11999893,51.76250076,51.79000092,49.67843628,70162400,49.53900013,49.63155747,84.43149202,49.53900013,52.3755198,46.70248046,50.46931682,49.03729241,1.432024402,1.375066696,0.357498169,0.25,0.107498169,0.716607503,91.3950953,95.53174217,1.007499695,50.26751189,0.422944227,43.34769284,114.8587774,4.543896284,63.43780969,-8.604904697,68.71779737,0.357498169,0.182498932,0,38.30049191,8.1983345,64.73745626,53.25904769,49.53900013,0.657501221,0.896882038,160.1565807,0.846085975,52.11999893,46.63750076,178.852588,49.53900013,50.97221513,48.10578512
2019/4/25,51.70750046,51.93999863,51.27999878,51.31999969,49.22758484,74172800,49.7491251,49.79236149,75.65541756,49.7491251,52.44972956,47.04852064,50.6001911,49.20638184,1.393809263,1.378815209,0.659999847,0.149997711,0.510002136,0.706071854,74.50202255,88.01634647,0.354999542,50.4371309,0.422129019,43.41157278,89.50976968,3.157592405,49.52571263,-25.49797745,62.93669959,0.659999847,0,0.482501984,38.87199258,13.17653914,49.36825801,54.01085055,49.7491251,-0.549999237,0.846346603,139.6861233,0.861587352,52.11999893,46.88249969,126.2378661,49.7491251,51.16126881,48.33698139
2019/4/26,51.22499847,51.25,50.52999878,51.07500076,48.99256897,74596400,49.94387512,49.91451761,69.88018194,49.94387512,52.41654676,47.47120349,50.67323874,49.34479806,1.328440686,1.368740305,0.720001221,0.069999695,0.790000916,0.737321854,65.93319952,77.27677246,-0.057498932,50.56340477,0.417730746,43.47043285,57.55518383,2.264793507,50.47923466,-34.06680048,57.24455603,0.790000916,0,0.75,35.45646813,19.88375389,28.13995621,53.30673567,49.94387512,-0.715000153,0.78643797,124.8366103,0.798172209,52.11999893,47.09500122,92.16969899,49.94387512,51.41851883,48.46923141
2019/4/29,51.09999847,51.49250031,50.96500015,51.15250015,49.0669136,88818800,50.12712517,50.03242071,64.48296983,50.12712517,52.36542242,47.88882792,50.74697127,49.47870192,1.268269352,1.348646114,0.527500153,0.417499542,0.11000061,0.705536161,68.45966926,69.63163044,-0.717498779,50.67851192,0.41060512,43.54164523,66.53155719,2.045549154,61.63444497,-31.54033074,56.85093793,0.527500153,0.242500305,0,31.5869092,20.77955331,20.63793383,51.64234329,50.12712517,-0.167499542,0.783389544,114.9982541,0.699366946,52.11999893,47.09500122,85.07267155,50.12712517,51.53819749,48.71605285
2019/4/30,50.76499939,50.84999847,49.77750015,50.16749954,48.12207031,186139600,50.24500008,50.04528536,53.09359832,50.24500008,52.19986212,48.29013803,50.65782177,49.52972396,1.128097809,1.304536453,1.072498322,0.302501678,1.375,0.739107404,36.34878116,56.91388331,-1.622501373,50.6823571,0.397122028,43.66894603,5.454849794,-0.154245266,52.39140456,-63.65121884,55.00711184,1.375,0,1.1875,23.82213545,31.31191623,13.58467327,48.65753672,50.24500008,-0.907501221,0.764616284,93.68982816,0.639541963,52.11999893,47.76250076,-6.60368226,50.24500008,51.72321489,48.76678527
2019/5/1,52.47000122,53.82749939,52.30749893,52.63000107,50.48417282,259309200,50.45125008,50.29144876,67.90884474,50.45125008,52.5012518,48.40124835,50.96123397,49.75937412,1.201859853,1.284001133,1.520000458,3.659999847,2.13999939,0.95482145,74.9214891,59.90997984,1.310001373,50.90950005,0.389237329,43.90673233,155.4687377,4.318527268,53.93717847,-25.0785109,60.51225551,3.659999847,2.977500916,0,40.71439782,22.27417877,29.27549732,48.31151099,50.45125008,1.477500916,0.907320797,129.5239519,0.6746196,53.82749939,48.28499985,190.5030235,50.45125008,52.36089298,48.54160718
